year,month_num,month,date,airline_raw,airline,passengers,source_sheet
2021,1,Jan,2021-01-01,Alaska Airlines,Alaska Airlines,12108,2021
2021,2,Feb,2021-02-01,Alaska Airlines,Alaska Airlines,13948,2021
2021,3,Mar,2021-03-01,Alaska Airlines,Alaska Airlines,21810,2021
2021,4,Apr,2021-04-01,Alaska Airlines,Alaska Airlines,29918,2021
2021,5,May,2021-05-01,Alaska Airlines,Alaska Airlines,36081,2021
2021,6,Jun,2021-06-01,Alaska Airlines,Alaska Airlines,43710,2021
2021,7,Jul,2021-07-01,Alaska Airlines,Alaska Airlines,38171,2021
2021,8,Aug,2021-08-01,Alaska Airlines,Alaska Airlines,45034,2021
2021,9,Sep,2021-09-01,Alaska Airlines,Alaska Airlines,37403,2021
2021,10,Oct,2021-10-01,Alaska Airlines,Alaska Airlines,44539,2021
2021,11,Nov,2021-11-01,Alaska Airlines,Alaska Airlines,41870,2021
2021,12,Dec,2021-12-01,Alaska Airlines,Alaska Airlines,39016,2021
2021,1,Jan,2021-01-01,American Airlines,American Airlines,35887,2021
2021,2,Feb,2021-02-01,American Airlines,American Airlines,31374,2021
2021,3,Mar,2021-03-01,American Airlines,American Airlines,54337,2021
2021,4,Apr,2021-04-01,American Airlines,American Airlines,60437,2021
2021,5,May,2021-05-01,American Airlines,American Airlines,74239,2021
2021,6,Jun,2021-06-01,American Airlines,American Airlines,93726,2021
2021,7,Jul,2021-07-01,American Airlines,American Airlines,98753,2021
2021,8,Aug,2021-08-01,American Airlines,American Airlines,89982,2021
2021,9,Sep,2021-09-01,American Airlines,American Airlines,85199,2021
2021,10,Oct,2021-10-01,American Airlines,American Airlines,95429,2021
2021,11,Nov,2021-11-01,American Airlines,American Airlines,88360,2021
2021,12,Dec,2021-12-01,American Airlines,American Airlines,78393,2021
2021,1,Jan,2021-01-01,China Airlines,China Airlines,,2021
2021,2,Feb,2021-02-01,China Airlines,China Airlines,,2021
2021,3,Mar,2021-03-01,China Airlines,China Airlines,,2021
2021,4,Apr,2021-04-01,China Airlines,China Airlines,,2021
2021,5,May,2021-05-01,China Airlines,China Airlines,,2021
2021,6,Jun,2021-06-01,China Airlines,China Airlines,327,2021
2021,7,Jul,2021-07-01,China Airlines,China Airlines,427,2021
2021,8,Aug,2021-08-01,China Airlines,China Airlines,387,2021
2021,9,Sep,2021-09-01,China Airlines,China Airlines,216,2021
2021,10,Oct,2021-10-01,China Airlines,China Airlines,236,2021
2021,11,Nov,2021-11-01,China Airlines,China Airlines,244,2021
2021,12,Dec,2021-12-01,China Airlines,China Airlines,277,2021
2021,1,Jan,2021-01-01,Delta Air Lines,Delta Air Lines,20597,2021
2021,2,Feb,2021-02-01,Delta Air Lines,Delta Air Lines,20453,2021
2021,3,Mar,2021-03-01,Delta Air Lines,Delta Air Lines,30360,2021
2021,4,Apr,2021-04-01,Delta Air Lines,Delta Air Lines,35425,2021
2021,5,May,2021-05-01,Delta Air Lines,Delta Air Lines,50604,2021
2021,6,Jun,2021-06-01,Delta Air Lines,Delta Air Lines,53330,2021
2021,7,Jul,2021-07-01,Delta Air Lines,Delta Air Lines,59398,2021
2021,8,Aug,2021-08-01,Delta Air Lines,Delta Air Lines,59211,2021
2021,9,Sep,2021-09-01,Delta Air Lines,Delta Air Lines,51490,2021
2021,10,Oct,2021-10-01,Delta Air Lines,Delta Air Lines,58910,2021
2021,11,Nov,2021-11-01,Delta Air Lines,Delta Air Lines,52053,2021
2021,12,Dec,2021-12-01,Delta Air Lines,Delta Air Lines,50192,2021
2021,1,Jan,2021-01-01,Frontier Airlines,Frontier Airlines,2654,2021
2021,2,Feb,2021-02-01,Frontier Airlines,Frontier Airlines,6708,2021
2021,3,Mar,2021-03-01,Frontier Airlines,Frontier Airlines,21489,2021
2021,4,Apr,2021-04-01,Frontier Airlines,Frontier Airlines,19143,2021
2021,5,May,2021-05-01,Frontier Airlines,Frontier Airlines,26700,2021
2021,6,Jun,2021-06-01,Frontier Airlines,Frontier Airlines,44019,2021
2021,7,Jul,2021-07-01,Frontier Airlines,Frontier Airlines,58302,2021
2021,8,Aug,2021-08-01,Frontier Airlines,Frontier Airlines,58881,2021
2021,9,Sep,2021-09-01,Frontier Airlines,Frontier Airlines,51679,2021
2021,10,Oct,2021-10-01,Frontier Airlines,Frontier Airlines,53822,2021
2021,11,Nov,2021-11-01,Frontier Airlines,Frontier Airlines,44959,2021
2021,12,Dec,2021-12-01,Frontier Airlines,Frontier Airlines,53785,2021
2021,1,Jan,2021-01-01,JetBlue,JetBlue,,2021
2021,2,Feb,2021-02-01,JetBlue,JetBlue,,2021
2021,3,Mar,2021-03-01,JetBlue,JetBlue,,2021
2021,4,Apr,2021-04-01,JetBlue,JetBlue,,2021
2021,5,May,2021-05-01,JetBlue,JetBlue,,2021
2021,6,Jun,2021-06-01,JetBlue,JetBlue,4437,2021
2021,7,Jul,2021-07-01,JetBlue,JetBlue,6502,2021
2021,8,Aug,2021-08-01,JetBlue,JetBlue,5718,2021
2021,9,Sep,2021-09-01,JetBlue,JetBlue,4583,2021
2021,10,Oct,2021-10-01,JetBlue,JetBlue,6062,2021
2021,11,Nov,2021-11-01,JetBlue,JetBlue,7912,2021
2021,12,Dec,2021-12-01,JetBlue,JetBlue,9201,2021
2021,1,Jan,2021-01-01,Southwest Airlines Co,Southwest Airlines,62364,2021
2021,2,Feb,2021-02-01,Southwest Airlines Co,Southwest Airlines,66732,2021
2021,3,Mar,2021-03-01,Southwest Airlines Co,Southwest Airlines,110336,2021
2021,4,Apr,2021-04-01,Southwest Airlines Co,Southwest Airlines,127376,2021
2021,5,May,2021-05-01,Southwest Airlines Co,Southwest Airlines,143135,2021
2021,6,Jun,2021-06-01,Southwest Airlines Co,Southwest Airlines,149988,2021
2021,7,Jul,2021-07-01,Southwest Airlines Co,Southwest Airlines,163944,2021
2021,8,Aug,2021-08-01,Southwest Airlines Co,Southwest Airlines,150774,2021
2021,9,Sep,2021-09-01,Southwest Airlines Co,Southwest Airlines,167139,2021
2021,10,Oct,2021-10-01,Southwest Airlines Co,Southwest Airlines,184118,2021
2021,11,Nov,2021-11-01,Southwest Airlines Co,Southwest Airlines,185100,2021
2021,12,Dec,2021-12-01,Southwest Airlines Co,Southwest Airlines,176522,2021
2021,1,Jan,2021-01-01,United Air Lines Inc,United Airlines,11775,2021
2021,2,Feb,2021-02-01,United Air Lines Inc,United Airlines,10995,2021
2021,3,Mar,2021-03-01,United Air Lines Inc,United Airlines,15498,2021
2021,4,Apr,2021-04-01,United Air Lines Inc,United Airlines,17223,2021
2021,5,May,2021-05-01,United Air Lines Inc,United Airlines,17398,2021
2021,6,Jun,2021-06-01,United Air Lines Inc,United Airlines,19646,2021
2021,7,Jul,2021-07-01,United Air Lines Inc,United Airlines,26206,2021
2021,8,Aug,2021-08-01,United Air Lines Inc,United Airlines,33721,2021
2021,9,Sep,2021-09-01,United Air Lines Inc,United Airlines,35329,2021
2021,10,Oct,2021-10-01,United Air Lines Inc,United Airlines,30068,2021
2021,11,Nov,2021-11-01,United Air Lines Inc,United Airlines,32062,2021
2021,12,Dec,2021-12-01,United Air Lines Inc,United Airlines,33184,2021
2021,1,Jan,2021-01-01,Volaris,Volaris,6475,2021
2021,2,Feb,2021-02-01,Volaris,Volaris,2021,2021
2021,3,Mar,2021-03-01,Volaris,Volaris,2654,2021
2021,4,Apr,2021-04-01,Volaris,Volaris,3598,2021
2021,5,May,2021-05-01,Volaris,Volaris,11289,2021
2021,6,Jun,2021-06-01,Volaris,Volaris,11324,2021
2021,7,Jul,2021-07-01,Volaris,Volaris,12489,2021
2021,8,Aug,2021-08-01,Volaris,Volaris,10790,2021
2021,9,Sep,2021-09-01,Volaris,Volaris,9868,2021
2021,10,Oct,2021-10-01,Volaris,Volaris,10363,2021
2021,11,Nov,2021-11-01,Volaris,Volaris,11096,2021
2021,12,Dec,2021-12-01,Volaris,Volaris,12179,2021
2021,1,Jan,2021-01-01,All Other,All Others,,2021
2021,2,Feb,2021-02-01,All Other,All Others,62,2021
2021,3,Mar,2021-03-01,All Other,All Others,,2021
2021,4,Apr,2021-04-01,All Other,All Others,,2021
2021,5,May,2021-05-01,All Other,All Others,,2021
2021,6,Jun,2021-06-01,All Other,All Others,,2021
2021,7,Jul,2021-07-01,All Other,All Others,,2021
2021,8,Aug,2021-08-01,All Other,All Others,221,2021
2021,9,Sep,2021-09-01,All Other,All Others,,2021
2021,10,Oct,2021-10-01,All Other,All Others,,2021
2021,11,Nov,2021-11-01,All Other,All Others,533,2021
2021,12,Dec,2021-12-01,All Other,All Others,153,2021
2021,1,Jan,2021-01-01,Hawaiian Airlines,Hawaiian Airlines,,2021
2021,2,Feb,2021-02-01,Hawaiian Airlines,Hawaiian Airlines,,2021
2021,3,Mar,2021-03-01,Hawaiian Airlines,Hawaiian Airlines,3007,2021
2021,4,Apr,2021-04-01,Hawaiian Airlines,Hawaiian Airlines,5664,2021
2021,5,May,2021-05-01,Hawaiian Airlines,Hawaiian Airlines,7491,2021
2021,6,Jun,2021-06-01,Hawaiian Airlines,Hawaiian Airlines,10578,2021
2021,7,Jul,2021-07-01,Hawaiian Airlines,Hawaiian Airlines,11019,2021
2021,8,Aug,2021-08-01,Hawaiian Airlines,Hawaiian Airlines,10480,2021
2021,9,Sep,2021-09-01,Hawaiian Airlines,Hawaiian Airlines,8125,2021
2021,10,Oct,2021-10-01,Hawaiian Airlines,Hawaiian Airlines,8687,2021
2021,11,Nov,2021-11-01,Hawaiian Airlines,Hawaiian Airlines,8598,2021
2021,12,Dec,2021-12-01,Hawaiian Airlines,Hawaiian Airlines,9322,2021
2021,1,Jan,2021-01-01,Avianca,Avianca,,2021
2021,2,Feb,2021-02-01,Avianca,Avianca,,2021
2021,3,Mar,2021-03-01,Avianca,Avianca,,2021
2021,4,Apr,2021-04-01,Avianca,Avianca,,2021
2021,5,May,2021-05-01,Avianca,Avianca,,2021
2021,6,Jun,2021-06-01,Avianca,Avianca,,2021
2021,7,Jul,2021-07-01,Avianca,Avianca,2755,2021
2021,8,Aug,2021-08-01,Avianca,Avianca,2423,2021
2021,9,Sep,2021-09-01,Avianca,Avianca,2143,2021
2021,10,Oct,2021-10-01,Avianca,Avianca,2493,2021
2021,11,Nov,2021-11-01,Avianca,Avianca,2715,2021
2021,12,Dec,2021-12-01,Avianca,Avianca,4368,2021
2021,1,Jan,2021-01-01,aha!,aha!,,2021
2021,2,Feb,2021-02-01,aha!,aha!,,2021
2021,3,Mar,2021-03-01,aha!,aha!,,2021
2021,4,Apr,2021-04-01,aha!,aha!,,2021
2021,5,May,2021-05-01,aha!,aha!,,2021
2021,6,Jun,2021-06-01,aha!,aha!,,2021
2021,7,Jul,2021-07-01,aha!,aha!,,2021
2021,8,Aug,2021-08-01,aha!,aha!,,2021
2021,9,Sep,2021-09-01,aha!,aha!,,2021
2021,10,Oct,2021-10-01,aha!,aha!,,2021
2021,11,Nov,2021-11-01,aha!,aha!,317,2021
2021,12,Dec,2021-12-01,aha!,aha!,559,2021
2022,1,Jan,2022-01-01,aha!,aha!,244,2022
2022,2,Feb,2022-02-01,aha!,aha!,392,2022
2022,3,Mar,2022-03-01,aha!,aha!,737,2022
2022,4,Apr,2022-04-01,aha!,aha!,240,2022
2022,5,May,2022-05-01,aha!,aha!,576,2022
2022,6,Jun,2022-06-01,aha!,aha!,880,2022
2022,7,Jul,2022-07-01,aha!,aha!,986,2022
2022,8,Aug,2022-08-01,aha!,aha!,715,2022
2022,9,Sep,2022-09-01,aha!,aha!,,2022
2022,10,Oct,2022-10-01,aha!,aha!,,2022
2022,11,Nov,2022-11-01,aha!,aha!,,2022
2022,12,Dec,2022-12-01,aha!,aha!,,2022
2022,1,Jan,2022-01-01,Alaska Airlines,Alaska Airlines,28675,2022
2022,2,Feb,2022-02-01,Alaska Airlines,Alaska Airlines,35285,2022
2022,3,Mar,2022-03-01,Alaska Airlines,Alaska Airlines,42952,2022
2022,4,Apr,2022-04-01,Alaska Airlines,Alaska Airlines,38727,2022
2022,5,May,2022-05-01,Alaska Airlines,Alaska Airlines,37255,2022
2022,6,Jun,2022-06-01,Alaska Airlines,Alaska Airlines,38237,2022
2022,7,Jul,2022-07-01,Alaska Airlines,Alaska Airlines,32258,2022
2022,8,Aug,2022-08-01,Alaska Airlines,Alaska Airlines,34267,2022
2022,9,Sep,2022-09-01,Alaska Airlines,Alaska Airlines,37589,2022
2022,10,Oct,2022-10-01,Alaska Airlines,Alaska Airlines,44636,2022
2022,11,Nov,2022-11-01,Alaska Airlines,Alaska Airlines,39342,2022
2022,12,Dec,2022-12-01,Alaska Airlines,Alaska Airlines,31345,2022
2022,1,Jan,2022-01-01,American Airlines,American Airlines,57521,2022
2022,2,Feb,2022-02-01,American Airlines,American Airlines,51881,2022
2022,3,Mar,2022-03-01,American Airlines,American Airlines,65896,2022
2022,4,Apr,2022-04-01,American Airlines,American Airlines,65060,2022
2022,5,May,2022-05-01,American Airlines,American Airlines,72424,2022
2022,6,Jun,2022-06-01,American Airlines,American Airlines,76794,2022
2022,7,Jul,2022-07-01,American Airlines,American Airlines,77646,2022
2022,8,Aug,2022-08-01,American Airlines,American Airlines,78559,2022
2022,9,Sep,2022-09-01,American Airlines,American Airlines,75262,2022
2022,10,Oct,2022-10-01,American Airlines,American Airlines,71417,2022
2022,11,Nov,2022-11-01,American Airlines,American Airlines,73715,2022
2022,12,Dec,2022-12-01,American Airlines,American Airlines,82177,2022
2022,1,Jan,2022-01-01,Avianca,Avianca,4769,2022
2022,2,Feb,2022-02-01,Avianca,Avianca,3155,2022
2022,3,Mar,2022-03-01,Avianca,Avianca,3894,2022
2022,4,Apr,2022-04-01,Avianca,Avianca,2934,2022
2022,5,May,2022-05-01,Avianca,Avianca,3533,2022
2022,6,Jun,2022-06-01,Avianca,Avianca,3377,2022
2022,7,Jul,2022-07-01,Avianca,Avianca,3444,2022
2022,8,Aug,2022-08-01,Avianca,Avianca,3027,2022
2022,9,Sep,2022-09-01,Avianca,Avianca,4065,2022
2022,10,Oct,2022-10-01,Avianca,Avianca,3559,2022
2022,11,Nov,2022-11-01,Avianca,Avianca,3442,2022
2022,12,Dec,2022-12-01,Avianca,Avianca,3135,2022
2022,1,Jan,2022-01-01,China Airlines,China Airlines,405,2022
2022,2,Feb,2022-02-01,China Airlines,China Airlines,516,2022
2022,3,Mar,2022-03-01,China Airlines,China Airlines,884,2022
2022,4,Apr,2022-04-01,China Airlines,China Airlines,788,2022
2022,5,May,2022-05-01,China Airlines,China Airlines,1359,2022
2022,6,Jun,2022-06-01,China Airlines,China Airlines,1460,2022
2022,7,Jul,2022-07-01,China Airlines,China Airlines,1603,2022
2022,8,Aug,2022-08-01,China Airlines,China Airlines,3160,2022
2022,9,Sep,2022-09-01,China Airlines,China Airlines,2456,2022
2022,10,Oct,2022-10-01,China Airlines,China Airlines,3814,2022
2022,11,Nov,2022-11-01,China Airlines,China Airlines,6458,2022
2022,12,Dec,2022-12-01,China Airlines,China Airlines,8777,2022
2022,1,Jan,2022-01-01,Delta Air Lines,Delta Air Lines,44096,2022
2022,2,Feb,2022-02-01,Delta Air Lines,Delta Air Lines,44871,2022
2022,3,Mar,2022-03-01,Delta Air Lines,Delta Air Lines,63253,2022
2022,4,Apr,2022-04-01,Delta Air Lines,Delta Air Lines,63622,2022
2022,5,May,2022-05-01,Delta Air Lines,Delta Air Lines,68214,2022
2022,6,Jun,2022-06-01,Delta Air Lines,Delta Air Lines,62121,2022
2022,7,Jul,2022-07-01,Delta Air Lines,Delta Air Lines,62784,2022
2022,8,Aug,2022-08-01,Delta Air Lines,Delta Air Lines,65950,2022
2022,9,Sep,2022-09-01,Delta Air Lines,Delta Air Lines,61447,2022
2022,10,Oct,2022-10-01,Delta Air Lines,Delta Air Lines,62609,2022
2022,11,Nov,2022-11-01,Delta Air Lines,Delta Air Lines,61600,2022
2022,12,Dec,2022-12-01,Delta Air Lines,Delta Air Lines,63309,2022
2022,1,Jan,2022-01-01,Frontier Airlines,Frontier Airlines,26776,2022
2022,2,Feb,2022-02-01,Frontier Airlines,Frontier Airlines,24632,2022
2022,3,Mar,2022-03-01,Frontier Airlines,Frontier Airlines,35025,2022
2022,4,Apr,2022-04-01,Frontier Airlines,Frontier Airlines,42967,2022
2022,5,May,2022-05-01,Frontier Airlines,Frontier Airlines,59226,2022
2022,6,Jun,2022-06-01,Frontier Airlines,Frontier Airlines,52328,2022
2022,7,Jul,2022-07-01,Frontier Airlines,Frontier Airlines,51401,2022
2022,8,Aug,2022-08-01,Frontier Airlines,Frontier Airlines,56308,2022
2022,9,Sep,2022-09-01,Frontier Airlines,Frontier Airlines,63472,2022
2022,10,Oct,2022-10-01,Frontier Airlines,Frontier Airlines,76220,2022
2022,11,Nov,2022-11-01,Frontier Airlines,Frontier Airlines,62100,2022
2022,12,Dec,2022-12-01,Frontier Airlines,Frontier Airlines,60555,2022
2022,1,Jan,2022-01-01,Hawaiian Airlines,Hawaiian Airlines,7287,2022
2022,2,Feb,2022-02-01,Hawaiian Airlines,Hawaiian Airlines,7392,2022
2022,3,Mar,2022-03-01,Hawaiian Airlines,Hawaiian Airlines,9656,2022
2022,4,Apr,2022-04-01,Hawaiian Airlines,Hawaiian Airlines,10388,2022
2022,5,May,2022-05-01,Hawaiian Airlines,Hawaiian Airlines,10376,2022
2022,6,Jun,2022-06-01,Hawaiian Airlines,Hawaiian Airlines,10961,2022
2022,7,Jul,2022-07-01,Hawaiian Airlines,Hawaiian Airlines,11095,2022
2022,8,Aug,2022-08-01,Hawaiian Airlines,Hawaiian Airlines,10355,2022
2022,9,Sep,2022-09-01,Hawaiian Airlines,Hawaiian Airlines,9938,2022
2022,10,Oct,2022-10-01,Hawaiian Airlines,Hawaiian Airlines,10428,2022
2022,11,Nov,2022-11-01,Hawaiian Airlines,Hawaiian Airlines,9658,2022
2022,12,Dec,2022-12-01,Hawaiian Airlines,Hawaiian Airlines,10056,2022
2022,1,Jan,2022-01-01,JetBlue,JetBlue,4542,2022
2022,2,Feb,2022-02-01,JetBlue,JetBlue,4092,2022
2022,3,Mar,2022-03-01,JetBlue,JetBlue,8089,2022
2022,4,Apr,2022-04-01,JetBlue,JetBlue,9448,2022
2022,5,May,2022-05-01,JetBlue,JetBlue,8846,2022
2022,6,Jun,2022-06-01,JetBlue,JetBlue,10162,2022
2022,7,Jul,2022-07-01,JetBlue,JetBlue,10337,2022
2022,8,Aug,2022-08-01,JetBlue,JetBlue,9526,2022
2022,9,Sep,2022-09-01,JetBlue,JetBlue,10201,2022
2022,10,Oct,2022-10-01,JetBlue,JetBlue,10823,2022
2022,11,Nov,2022-11-01,JetBlue,JetBlue,10070,2022
2022,12,Dec,2022-12-01,JetBlue,JetBlue,10859,2022
2022,1,Jan,2022-01-01,Southwest Airlines Co,Southwest Airlines,132478,2022
2022,2,Feb,2022-02-01,Southwest Airlines Co,Southwest Airlines,152141,2022
2022,3,Mar,2022-03-01,Southwest Airlines Co,Southwest Airlines,180422,2022
2022,4,Apr,2022-04-01,Southwest Airlines Co,Southwest Airlines,197690,2022
2022,5,May,2022-05-01,Southwest Airlines Co,Southwest Airlines,203717,2022
2022,6,Jun,2022-06-01,Southwest Airlines Co,Southwest Airlines,207556,2022
2022,7,Jul,2022-07-01,Southwest Airlines Co,Southwest Airlines,217446,2022
2022,8,Aug,2022-08-01,Southwest Airlines Co,Southwest Airlines,205220,2022
2022,9,Sep,2022-09-01,Southwest Airlines Co,Southwest Airlines,209413,2022
2022,10,Oct,2022-10-01,Southwest Airlines Co,Southwest Airlines,215499,2022
2022,11,Nov,2022-11-01,Southwest Airlines Co,Southwest Airlines,205511,2022
2022,12,Dec,2022-12-01,Southwest Airlines Co,Southwest Airlines,167863,2022
2022,1,Jan,2022-01-01,United Air Lines Inc,United Airlines,21632,2022
2022,2,Feb,2022-02-01,United Air Lines Inc,United Airlines,26312,2022
2022,3,Mar,2022-03-01,United Air Lines Inc,United Airlines,33501,2022
2022,4,Apr,2022-04-01,United Air Lines Inc,United Airlines,33158,2022
2022,5,May,2022-05-01,United Air Lines Inc,United Airlines,41608,2022
2022,6,Jun,2022-06-01,United Air Lines Inc,United Airlines,37652,2022
2022,7,Jul,2022-07-01,United Air Lines Inc,United Airlines,38472,2022
2022,8,Aug,2022-08-01,United Air Lines Inc,United Airlines,36321,2022
2022,9,Sep,2022-09-01,United Air Lines Inc,United Airlines,34654,2022
2022,10,Oct,2022-10-01,United Air Lines Inc,United Airlines,33230,2022
2022,11,Nov,2022-11-01,United Air Lines Inc,United Airlines,28992,2022
2022,12,Dec,2022-12-01,United Air Lines Inc,United Airlines,28293,2022
2022,1,Jan,2022-01-01,Volaris,Volaris,10464,2022
2022,2,Feb,2022-02-01,Volaris,Volaris,7211,2022
2022,3,Mar,2022-03-01,Volaris,Volaris,9714,2022
2022,4,Apr,2022-04-01,Volaris,Volaris,10719,2022
2022,5,May,2022-05-01,Volaris,Volaris,11951,2022
2022,6,Jun,2022-06-01,Volaris,Volaris,12697,2022
2022,7,Jul,2022-07-01,Volaris,Volaris,12670,2022
2022,8,Aug,2022-08-01,Volaris,Volaris,7817,2022
2022,9,Sep,2022-09-01,Volaris,Volaris,7884,2022
2022,10,Oct,2022-10-01,Volaris,Volaris,8353,2022
2022,11,Nov,2022-11-01,Volaris,Volaris,10398,2022
2022,12,Dec,2022-12-01,Volaris,Volaris,10933,2022
2022,1,Jan,2022-01-01,All Other,All Others,847,2022
2022,2,Feb,2022-02-01,All Other,All Others,,2022
2022,3,Mar,2022-03-01,All Other,All Others,,2022
2022,4,Apr,2022-04-01,All Other,All Others,,2022
2022,5,May,2022-05-01,All Other,All Others,,2022
2022,6,Jun,2022-06-01,All Other,All Others,,2022
2022,7,Jul,2022-07-01,All Other,All Others,205,2022
2022,8,Aug,2022-08-01,All Other,All Others,50,2022
2022,9,Sep,2022-09-01,All Other,All Others,564,2022
2022,10,Oct,2022-10-01,All Other,All Others,1142,2022
2022,11,Nov,2022-11-01,All Other,All Others,759,2022
2022,12,Dec,2022-12-01,All Other,All Others,,2022
2023,1,Jan,2023-01-01,aha!,aha!,,2023
2023,2,Feb,2023-02-01,aha!,aha!,,2023
2023,3,Mar,2023-03-01,aha!,aha!,,2023
2023,4,Apr,2023-04-01,aha!,aha!,,2023
2023,5,May,2023-05-01,aha!,aha!,,2023
2023,6,Jun,2023-06-01,aha!,aha!,,2023
2023,7,Jul,2023-07-01,aha!,aha!,,2023
2023,8,Aug,2023-08-01,aha!,aha!,,2023
2023,9,Sep,2023-09-01,aha!,aha!,,2023
2023,10,Oct,2023-10-01,aha!,aha!,,2023
2023,11,Nov,2023-11-01,aha!,aha!,,2023
2023,12,Dec,2023-12-01,aha!,aha!,,2023
